entropy,episode,episode_length,episode_reward,moving_avg_reward,policy_loss,rollout,total_env_steps,value_loss
5.097646668553352,59,251,1.461445784216122,-66.35172855803278,-0.01599289051373489,30,61440,0.25481435637921096
5.097646668553352,60,1600,-0.8219759519609432,-65.25956601459825,-0.01599289051373489,30,61440,0.25481435637921096
5.049035653471947,61,1403,19.325177484254947,-63.872930875272786,-0.014369609227287583,31,63488,0.22315709427930414
5.016391497850418,62,955,11.730134137963244,-62.653526600865746,-0.009934366500237957,32,65536,0.19433062497992068
4.975479784607887,63,507,6.127048780146375,-61.56177143608778,-0.011968449776759371,33,67584,0.20331835141405463
4.934098361432552,64,59,2.631019227184355,-60.55875908197416,-0.012160832829249558,34,69632,0.26938765179365876
4.934098361432552,65,1600,53.91585307259797,-58.797611202673046,-0.012160832829249558,34,69632,0.26938765179365876
4.895613434910774,66,1211,47.56440432322022,-57.186065512886785,-0.009914400725392625,35,71680,0.2838974426500499
4.876413427293301,67,763,23.739284813560563,-55.97822446323832,-0.013763911367277615,36,73728,0.4060684324242175
4.854510787129402,68,315,5.723320048034189,-55.070848808660784,-0.011777501093456521,37,75776,0.46432628612965343
4.854510787129402,69,1600,70.42012562727682,-53.25213903422691,-0.011777501093456521,37,75776,0.46432628612965343
4.821039043366909,70,1467,63.05275641330836,-51.59064052783354,-0.006336687837028876,38,77824,0.39761321088299156
4.767087867856025,71,1019,63.19141665764767,-49.97399183508029,-0.011719065575744026,39,79872,0.36439044806174936
4.724643784761429,72,571,5.402626180904633,-49.204872140413826,-0.009640400717034935,40,81920,0.499475519079715
4.699541616439819,73,123,9.73219444438815,-48.39751506390969,-0.008121390026644804,41,83968,0.46153415739536285
4.699541616439819,74,1600,95.69550733582484,-46.45031205850787,-0.008121390026644804,41,83968,0.46153415739536285
4.643039798736572,75,1275,86.33592254080378,-44.67982893051705,-0.0120375591199263,42,86016,0.4755715032108128
4.576122312247753,76,827,56.48959078055994,-43.34865235537129,-0.00933275837742258,43,88064,0.34534576744772494
4.5202552184462546,77,379,32.49934120734533,-42.36361347793342,-0.006362948715104721,44,90112,0.6075821337290108
4.5202552184462546,78,1600,123.92340963700885,-40.23172856620339,-0.006362948715104721,44,90112,0.6075821337290108
4.455897073447704,79,1531,117.56701261537049,-38.23427614618347,-0.009264933076337911,45,92160,0.5080868545919657
4.404693941771984,80,1083,87.62043565431998,-36.66109224867718,-0.008673302322858945,46,94208,0.6687771492637694
4.3956798046827315,81,635,28.034294343727314,-35.86238377222774,-0.007867618367890827,47,96256,0.714298474509269
4.37349458783865,82,187,19.395332185847053,-35.18850918737317,-0.00923541224328801,48,98304,0.8358524386305362
4.37349458783865,83,1600,148.6671521263074,-32.97338073781075,-0.00923541224328801,48,98304,0.8358524386305362
4.371010568737984,84,1339,107.13906143046923,-31.305375473902657,-0.01036574578465661,49,100352,0.6348302178550511
4.340941172838211,85,891,95.67071724181874,-29.811539089011816,-0.0077544550527818504,50,102400,0.5593838374130428
4.308089686930179,86,443,41.34445346490295,-28.984143826756995,-0.006494818630744703,51,104448,15.417314943484962
4.308089686930179,87,56,-115.22280436603228,-29.9753927984728,-0.006494818630744703,51,104448,15.417314943484962
4.2841850653290745,88,51,5.399713555554566,-29.573402953540675,-0.005911944538820535,52,106496,14.263442130759358
4.2841850653290745,89,1600,137.04173356631605,-27.701322767924307,-0.005911944538820535,52,106496,14.263442130759358
4.2841850653290745,90,53,-113.95302597977035,-28.659675025833707,-0.005911944538820535,52,106496,14.263442130759358
4.251356008648872,91,1256,120.9859482708896,-27.015217626968617,-0.005939144425792619,53,108544,0.7492816380225122
4.230302427709103,92,808,54.03408964714909,-26.13424689572821,-0.00560133637918625,54,110592,13.116228379867971
4.230302427709103,93,60,-124.74588600831355,-27.19458710123988,-0.00560133637918625,54,110592,13.116228379867971
4.220452636480331,94,420,48.02164222073811,-26.39441444887841,-0.00900441110425163,55,112640,25.105035427212716
4.220452636480331,95,520,-87.30585039870564,-27.035587458876595,-0.00900441110425163,55,112640,25.105035427212716
4.220452636480331,96,822,-45.22936523054791,-27.2251059773315,-0.00900441110425163,55,112640,25.105035427212716
4.22378341704607,97,1314,109.07295323312536,-25.819971346295862,-0.009122879192000255,56,114688,1.3686473556794225
4.236937665939331,98,866,84.98822720621529,-24.689275442698808,-0.006387289482518099,57,116736,2.479329250752926
4.247179496288299,99,418,36.87780389930558,-24.067385752375532,-0.00559765120560769,58,118784,1.067159587237984
4.247179496288299,100,1600,173.06929081518012,-22.096018986699978,-0.00559765120560769,58,118784,1.067159587237984
4.215940389037132,101,1570,166.2622716219003,-19.430569516480777,-0.006030703472788446,59,120832,0.8931163575500249
4.199734807014465,102,1122,112.94969155613563,-17.299198495672606,-0.004871406115125865,60,122880,3.6542461505159736
4.196350881457329,103,674,75.50476545534539,-15.290886424927537,-0.007535278738941997,61,124928,1.154024340538308
4.168917612731457,104,226,26.61252483883499,-13.984643316584807,-0.013017836028302554,62,126976,43.85353823415935
4.168917612731457,105,49,-103.56033164376642,-14.177014233787236,-0.013017836028302554,62,126976,43.85353823415935
4.168917612731457,106,1600,187.44006457688977,-11.086841144849467,-0.013017836028302554,62,126976,43.85353823415935
4.138494203984737,107,524,-62.882000463587524,-10.690356022355884,-0.007231187375145965,63,129024,11.14149858057499
4.098990854620934,108,76,5.367630023052278,-9.60447682697971,-0.004804728724411689,64,131072,1.409854052402079
4.098990854620934,109,1600,164.1719302737154,-6.967627133821484,-0.004804728724411689,64,131072,1.409854052402079
4.059397031366825,110,1228,131.46234671934587,-4.648832304994937,-0.005163448609528132,65,133120,0.9522429431788624
4.009652628004551,111,780,80.42898048680023,-2.8429294982132354,-0.006021676570526324,66,135168,0.8090240237303078
3.9622975923120975,112,332,42.83224601089454,-1.3670420303345565,-0.004672015202231705,67,137216,1.5094784083776176
3.9622975923120975,113,1600,188.20338148669728,1.543162711114577,-0.004672015202231705,67,137216,1.5094784083776176
3.935287543386221,114,1484,176.5653841517405,4.254371649902876,-0.0039755362711730415,68,139264,10.047713021188974
3.935287543386221,115,68,-120.80620744886747,4.079771793400556,-0.0039755362711730415,68,139264,10.047713021188974
3.9388840213418006,116,1104,115.59236391459899,6.493211445415842,-0.002461337705608457,69,141312,1.2782197153195738
3.9430711068212987,117,635,-50.512132609337606,7.0564740753794615,-0.008331106620607898,70,143360,51.1630991704762
3.9430711068212987,118,1309,42.38912227915628,8.489611538102773,-0.008331106620607898,70,143360,51.1630991704762
3.9429708920419215,119,1353,37.09873452890932,9.781966384822576,-0.006742537865648046,71,145408,14.173894591256976
3.9488834157586097,120,905,114.6538608655221,11.956547577332703,-0.005985141091514379,72,147456,1.801720629259944
3.9456517435610294,121,457,59.68840907149266,13.562630248667208,-0.004954301618272439,73,149504,7.581637800857425
3.9456517435610294,122,1186,17.182471907634323,14.514218946538401,-0.004954301618272439,73,149504,7.581637800857425
3.9723221234977246,123,1195,170.68174243907853,17.47320797073821,-0.004597503835975658,74,151552,1.414217090420425
3.991322796791792,124,747,75.06721627144756,19.24788440849838,-0.0018888017628341913,75,153600,1.308063528686762
3.96009486541152,125,299,48.51491717702148,20.94376128665623,-0.011417967308079823,76,155648,7.910559851303697
3.96009486541152,126,1545,85.47335437168124,22.529757277793113,-0.011417967308079823,76,155648,7.910559851303697
3.9176561199128628,127,1396,186.8165332020101,25.55013777548233,-0.006358618149533868,77,157696,7.612568836659193
3.9176561199128628,128,134,-117.6453768011704,24.797404805240777,-0.006358618149533868,77,157696,7.612568836659193
3.879776645451784,129,1082,137.52125299680003,26.358060427144956,-0.004701794151333161,78,159744,12.149266207963228
3.8551304139196874,130,26,-105.75504189896583,26.322157118573863,-0.011936855394742452,79,161792,10.441815701127052
3.8551304139196874,131,83,-119.13870549764857,26.074157117976473,-0.011936855394742452,79,161792,10.441815701127052
3.8551304139196874,132,1600,218.27429917085172,29.077441982844512,-0.011936855394742452,79,161792,10.441815701127052
3.8118575282394884,133,1261,167.70100797168894,31.272405907155957,-1.64697936270386e-05,80,163840,1.0184464529156685
3.7883716627955435,134,813,110.6554481067936,32.66579410612995,-0.003412658111483324,81,165888,1.2522356977686286
3.768806345015764,135,365,55.2177483837059,34.23795121868177,-0.004610073439835105,82,167936,1.7980336964130401
3.768806345015764,136,1600,218.92028782809774,36.57326778611412,-0.004610073439835105,82,167936,1.7980336964130401
3.7775553591549396,137,1517,219.57603179302046,39.489381082329935,-0.007617918474716134,83,169984,1.0973906273022294
3.777931187301874,138,348,-81.94985024240611,39.324555463476024,-0.007819728238973766,84,172032,6.74662787579
3.777931187301874,139,1600,192.2406793915528,41.676108538575235,-0.007819728238973766,84,172032,6.74662787579
3.771697150915861,140,877,4.303514086748223,41.92738610794797,-0.005227185561670922,85,174080,12.456133114919066
3.7683858975768088,141,429,78.75600030575201,42.75558394996581,-0.0024781345258816146,86,176128,1.999588424898684
3.7683858975768088,142,1600,234.162001021746,45.76615193443578,-0.0024781345258816146,86,176128,1.999588424898684
3.729947965592146,143,1581,233.01561563999212,48.614972773852806,-0.007244837666803505,87,178176,1.4271441165357828
3.701064880937338,144,1133,172.0571577568107,50.67798234250556,-0.002213564574776683,88,180224,1.1417984520085156
3.6823917478322983,145,685,98.06201573532086,51.74860627107656,-0.00048731851420598106,89,182272,1.0469505204819143
3.6532336667180063,146,205,33.36331786278385,52.630030242031324,-0.0046096195233985785,90,184320,2.1345511939376594
3.6532336667180063,147,1573,244.06311740691663,55.530196452373026,-0.0046096195233985785,90,184320,2.1345511939376594
3.5948868073523044,148,1325,209.88496138063076,57.82581439818399,0.0003081920527620241,91,186368,1.2896701929159462
3.541273071616888,149,871,133.8151586818445,59.317662348893236,-0.004694044054485857,92,188416,1.5136284206062556
3.519575124233961,150,396,59.815649398128215,59.93317931215494,-0.003625414875568822,93,190464,5.727777893282473
3.519575124233961,151,607,-20.880454643518362,59.99891972768729,-0.003625414875568822,93,190464,5.727777893282473
3.51660595536232,152,555,70.77581988957765,60.95037790995735,-0.004565222832025029,94,192512,1.5333029063418508
3.4979199811816217,153,107,18.11864584222937,61.20487647152581,-0.008657813386525959,95,194560,2.8398750111460687
3.4979199811816217,154,1459,252.17278197569973,63.73719603325904,-0.008657813386525959,95,194560,2.8398750111460687
3.481667459011078,155,1118,142.28596742127345,65.31563752857502,-0.006579778382729273,96,196608,2.9324795166030526
3.4858274944126606,156,670,88.72004579255105,66.20272691465124,-0.0033509249362396075,97,198656,3.045949316956103
3.493265925347805,157,222,32.77854791752499,66.56384555572684,-0.005505148152587935,98,200704,10.018560891598463
3.493265925347805,158,916,17.809999967863163,66.78508447744693,-0.005505148152587935,98,200704,10.018560891598463
3.491552884876728,159,690,91.50438805621614,67.68551390016694,-0.005132942023919895,99,202752,31.99419573545456
3.491552884876728,160,558,-23.416699955844095,67.45956666012812,-0.005132942023919895,99,202752,31.99419573545456
3.491552884876728,161,122,-111.3420625077039,66.15289426020853,-0.005132942023919895,99,202752,31.99419573545456
3.4980851881206037,162,661,-5.60841223194069,65.97950879650948,-0.008495794743066654,100,204800,18.230094704031945
3.4936603248119353,163,213,25.88137227379094,66.17705203144592,-0.007407094833615702,101,206848,18.080233051255345
3.4936603248119353,164,746,-0.5216840146567421,66.14552499902751,-0.007407094833615702,101,206848,18.080233051255345
3.483151622861624,165,480,61.7467612688777,66.22383408099031,-0.005382342624943704,102,208896,4.5694342609494925
3.483151622861624,166,1406,256.8671898835589,68.31686193659371,-0.005382342624943704,102,208896,4.5694342609494925
3.500943185389042,167,1438,209.7382940121217,70.1768520285793,-0.005284773224411765,103,210944,4.385391319170594
3.5158213838934897,168,990,109.35335624700663,71.21315239056904,-0.0071111580953584054,104,212992,9.830796642228961
3.5158213838934897,169,570,-31.70336086179624,70.1919175256783,-0.0071111580953584054,104,212992,9.830796642228961
3.5008031323552133,170,952,174.9396189344947,71.31078615089015,-0.00031720986735308545,105,215040,2.8066644174046815
3.4698590718209745,171,504,88.00428947047388,71.55891487901842,0.00043342357384972273,106,217088,1.721994990017265
3.4309812493622305,172,11,0.6120900255938182,71.5110095174653,-0.008837436002795584,107,219136,6.502136267349124
3.4309812493622305,173,102,-104.96044402668873,70.36408313275454,-0.008837436002795584,107,219136,6.502136267349124
3.4309812493622305,174,1600,233.4673583709811,71.74180164310611,-0.008837436002795584,107,219136,6.502136267349124
3.3999694287776947,175,1265,182.71873916619026,72.70562980935998,-0.001973146750242449,108,221184,1.777468635328114
3.3688619397580624,176,817,137.71765970976745,73.51791049865206,-0.004089712479617447,109,223232,2.3680607374757527
3.3351404845714567,177,369,17.752684421415157,73.37044393079276,-0.006001137380371802,110,225280,4.138021239079535
3.3351404845714567,178,1600,239.68703371356787,74.52808017155834,-0.006001137380371802,110,225280,4.138021239079535
3.3083285354077816,179,1367,247.44356221339922,75.82684566753862,-0.0008177194380550645,111,227328,1.5260634491220118
3.249748283624649,180,859,138.3566813969195,76.33420812496462,-0.005625322900596075,112,229376,1.6746469571255147
3.1898591622710226,181,285,54.32418796583021,76.59710706118564,-0.007186293674749322,113,231424,2.7565284852869807
3.1898591622710226,182,1500,248.98870302509144,78.89304076957808,-0.007186293674749322,113,231424,2.7565284852869807
3.1452352717518806,183,1337,171.76305693609126,79.12399981767591,-0.006199853427824564,114,233472,2.9740028103813527
3.1122500993311406,184,707,122.21956289642304,79.27480483233546,-0.004452675179345533,115,235520,3.1290244365110995
3.0903713792562484,185,259,52.048373905842496,78.8385813989757,-0.007521242878283374,116,237568,3.548409243859351
3.0903713792562484,186,1600,236.87031132944927,80.79383997762118,-0.007521242878283374,116,237568,3.548409243859351
3.0794091247022153,187,1268,229.98199854018887,84.24588800668339,-0.0021412300717202014,117,239616,1.862896274589002
3.0658733896911143,188,658,117.28943692872186,85.36478524041506,-0.004735755181172863,118,241664,2.8089051469229163
3.0658733896911143,189,1363,258.9281495379803,86.5836494001317,-0.004735755181172863,118,241664,2.8089051469229163
3.0376956932246686,190,1450,75.60475345229594,88.47922719445238,-0.011568045965395868,119,243712,5.801458227820694
3.0084467619657516,191,752,20.066390314874354,87.4700316148922,-0.00842375994543545,120,245760,5.8182358399033545
2.9823855727910997,192,142,28.7421038466046,87.2171117568868,0.00010253096261294558,121,247808,3.048245722707361
2.9823855727910997,193,1374,260.58023786726864,91.07037299564261,0.00010253096261294558,121,247808,3.048245722707361
2.953152318298817,194,880,165.11607325451325,92.24131730598036,-0.004053655749885365,122,249856,1.6575165066868067
2.8824243754148484,195,148,31.338859334682414,93.42776440331423,-0.0033261308853980154,123,251904,2.8956174491904676
2.8824243754148484,196,1379,258.8990950127865,96.46904900574758,-0.0033261308853980154,123,251904,2.8956174491904676
2.8280080243945123,197,939,162.29003060574706,97.0012197794738,-0.0040728491745539944,124,253952,1.7418030159547926
2.8024078674614428,198,254,56.67764788499714,96.7181139862616,-0.009626296305214055,125,256000,4.211298325285315
2.8024078674614428,199,1600,156.87305076709688,97.9180664549395,-0.009626296305214055,125,256000,4.211298325285315
2.7984116598963737,200,1274,237.47313560841155,98.56210490287184,-0.0019438841118244454,126,258048,1.918574078567326
2.774718928337097,201,711,112.26364442536988,98.02211863090653,-0.002079123549629003,127,260096,1.9724649154581129
2.7427805192768573,202,95,19.05134597952664,97.08313517514046,-0.006254019038169645,128,262144,4.029138541780412
2.7427805192768573,203,1351,261.4964246138035,98.94305176672503,-0.006254019038169645,128,262144,4.029138541780412
2.739371759444475,204,959,180.89579337153796,100.48588445205205,-0.003084051617770456,129,264192,1.7319691207259893
2.7308659203350545,205,385,69.34169742913915,102.21490474278112,-0.0070959488468361085,130,266240,3.850700748339295
2.7308659203350545,206,1425,256.1745146550269,102.9022492435625,-0.0070959488468361085,130,266240,3.850700748339295
2.706712819635868,207,1209,242.7317112849528,105.95838636104787,-0.0032935246817942243,131,268288,1.7972297033295035
2.684460113942623,208,528,99.91410078410803,106.90385106865844,-0.0046950699950684795,132,270336,3.3331930048763754
2.684460113942623,209,1383,260.0577040264056,107.86270880618532,-0.0046950699950684795,132,270336,3.3331930048763754
2.6603053972125053,210,1177,246.86430132776513,109.01672835226952,-0.004569032484141644,133,272384,1.9328130826354026
2.632148013263941,211,469,98.49746226735661,109.1974131700751,-0.008124374848557636,134,274432,3.2356186660937967
2.632148013263941,212,1382,260.8221134013963,111.3773118439801,-0.008124374848557636,134,274432,3.2356186660937967
2.624108090251684,213,1340,260.611433674565,112.10139236585879,-0.006196232668298762,135,276480,2.1080020938068627
2.5947153314948084,214,793,119.73624459416163,111.53310097028299,-0.0031220741977449505,136,278528,2.596593153849244
2.581440568715334,215,275,50.54487355735646,113.24661178034525,-0.005515967708197423,137,280576,54.63414588794112
2.581440568715334,216,57,-104.12749892484334,111.04941315195082,-0.005515967708197423,137,280576,54.63414588794112
2.581440568715334,217,243,-121.20816681964756,110.34245280984771,-0.005515967708197423,137,280576,54.63414588794112
2.581440568715334,218,1330,264.58735604096466,112.56443514746582,-0.005515967708197423,137,280576,54.63414588794112
2.5722395166754723,219,1252,248.7033573686885,114.68048137586358,-0.006620287397527136,138,282624,2.5693752344697716
2.553549288958311,220,563,120.72662628033768,114.74120903001172,-0.00503744636225747,139,284672,3.4059815384447574
2.553549288958311,221,1369,261.3584976523399,116.7579099158202,-0.00503744636225747,139,284672,3.4059815384447574
2.534079870581627,222,1484,215.77224176942792,118.74380761443814,-0.007084554934408516,140,286720,4.058368162810803
2.526511573046446,223,593,-13.079242571878552,116.90619776432857,-0.006869504192582099,141,288768,8.260281941667198
2.526511573046446,224,1373,261.0593640410492,118.7661192420246,-0.006869504192582099,141,288768,8.260281941667198
2.488477477431297,225,1313,252.61987857950632,120.80716885604943,-0.013671828960650601,142,290816,38.51666770428419
2.488477477431297,226,62,-106.81126967123461,118.88432261562029,-0.013671828960650601,142,290816,38.51666770428419
2.4602928288280963,227,742,135.4627850958121,118.3707851345583,-0.0017005556350341068,143,292864,5.986818981543183
2.4546268187463283,228,65,-99.34407107994706,118.55379819177053,-0.011691312211041804,144,294912,15.536030261963607
2.4546268187463283,229,1512,251.17913011086003,119.69037696291112,-0.011691312211041804,144,294912,15.536030261963607
2.4414154686033727,230,1,-100.0,119.7479273819008,-0.009358843383961358,145,296960,25.197868211567403
2.4414154686033727,231,1305,126.58953521962059,122.20520978907346,-0.009358843383961358,145,296960,25.197868211567403
2.4414154686033727,232,92,-98.42930033472429,119.03817379401772,-0.009358843383961358,145,296960,25.197868211567403
2.4414154686033727,233,133,-110.51765986867746,116.25598711561405,-0.009358843383961358,145,296960,25.197868211567403
2.4414154686033727,234,91,-114.56645057274028,114.00376812881872,-0.009358843383961358,145,296960,25.197868211567403
2.4402018882334233,235,902,191.63504425941147,115.36794108757579,-0.0023103358602384106,146,299008,10.030958074703813
2.440875081717968,236,320,63.62577231709164,113.81499593246573,-0.00016853274137247355,147,301056,6.850196916982531
2.440875081717968,237,1420,256.68029481023336,114.18603856263786,-0.00016853274137247355,147,301056,6.850196916982531
2.440875081717968,238,140,-105.61301363843928,113.94940692867753,-0.00016853274137247355,147,301056,6.850196916982531
2.430827384442091,239,1316,246.2086110909633,114.48908624567163,-0.0026309597364161164,148,303104,6.46371405608952
2.430827384442091,240,66,-113.24486136010289,113.31360249120313,-0.0026309597364161164,148,303104,6.46371405608952
2.4474434047937392,241,934,127.5512626021952,113.80155511416756,0.0026082881428010295,149,305152,3.632411069609225
2.469237660616636,242,331,59.48342350191374,112.05476933896922,-0.0018463545857230201,150,307200,13.340145125240088
2.469237660616636,243,228,-100.17500150778145,108.72286316749148,-0.0018463545857230201,150,307200,13.340145125240088
2.469237660616636,244,1018,67.58148760131846,107.67810646593658,-0.0018463545857230201,150,307200,13.340145125240088
2.4582453235983848,245,911,187.5875012281539,108.57336132086489,-0.010434003235423006,151,309248,28.070375948958098
2.4582453235983848,246,131,-111.50232188067523,107.12470492343031,-0.010434003235423006,151,309248,28.070375948958098
2.5035335764288904,247,400,87.60705361722285,105.56014428553338,-0.003115338155475911,152,311296,2.792646390479058
2.5035335764288904,248,1411,260.66262437100966,106.06792091543716,-0.003115338155475911,152,311296,2.792646390479058
2.5735554926097395,249,1242,215.7326459506262,106.88709578812497,0.0024218186081270687,153,313344,1.9363393796607853
2.5784326925873757,250,742,0.2527337185739498,106.29146663132943,-0.0049237024271860715,154,315392,3.1445437309332194
2.5653483510017394,251,54,10.226721899588945,106.60253839676051,-0.0023655446246266367,155,317440,11.71421741321683
2.5653483510017394,252,1466,259.0292808112662,108.4850730059774,-0.0023655446246266367,155,317440,11.71421741321683
2.5653483510017394,253,454,-52.3463986280132,107.78042256127499,-0.0023655446246266367,155,317440,11.71421741321683
2.5750444389879705,254,1376,249.8479684983144,107.75717442650111,-0.004162849848216865,156,319488,5.3323100380599495
2.5928700156509876,255,855,173.2225976178893,108.06654072846726,-0.0018107726966263727,157,321536,1.717346286959946
2.5887862451374533,256,380,56.15413138338682,107.74088158437561,-0.003929400694323704,158,323584,2.875393744558096
2.5887862451374533,257,1487,255.05889318488343,109.96368503704922,-0.003929400694323704,158,323584,2.875393744558096
2.5815571822226047,258,1329,228.53427158775816,112.07092775324816,-0.00316057076852303,159,325632,1.6684009802527726
2.530808314681053,259,881,140.30818124741816,112.55896568516019,-0.005455308669479564,160,327680,1.818644704297185
2.495677523314953,260,383,66.67668484677003,113.4598995331863,-0.0046877937274985015,161,329728,2.854090400598943
