entropy,episode,episode_length,episode_reward,moving_avg_reward,policy_loss,total_env_steps,value_loss
5.649472236633301,23,71,-100.36075585099465,-105.31362704198946,11.89495849609375,12478,4943.35693359375
5.648237705230713,24,57,-104.66634356088377,-105.2866568969434,13.198319435119629,12535,5901.48583984375
5.647003173828125,25,85,-101.71737968181507,-105.14388580833827,13.632492065429688,12620,4384.28564453125
5.645768165588379,26,104,-99.97897831375462,-104.94523552008506,14.912957191467285,12724,3689.363037109375
5.644534111022949,27,81,-116.03969014895087,-105.35614124708009,14.545167922973633,12805,5309.84375
5.643299579620361,28,51,-110.34627468089387,-105.53436029828772,14.965791702270508,12856,6723.10400390625
5.64206600189209,29,1600,-108.13469386732396,-105.62402697308208,16.43043327331543,14456,16.957353591918945
5.640832901000977,30,100,-103.65217553187783,-105.55829859170859,18.293638229370117,14556,3910.6826171875
5.6396002769470215,31,1600,-104.4304024238644,-105.52191484435879,17.8627986907959,16156,12.120218276977539
5.63836669921875,32,71,-98.44169794861848,-105.30065806636689,19.041542053222656,16227,4674.16015625
5.637134552001953,33,57,-102.27113085405033,-105.2088542114482,19.74951934814453,16284,5558.9970703125
5.6359028816223145,34,1600,-110.5758903906818,-105.36670821671977,20.175819396972656,17884,9.291821479797363
5.634671688079834,35,105,-100.12526351009495,-105.21695265367336,21.916278839111328,17989,3607.066650390625
5.633439540863037,36,94,-103.46336642992559,-105.16824192523592,22.351388931274414,18083,4117.3779296875
5.632209777832031,37,49,-106.38465814580272,-105.20111803930529,24.084148406982422,18132,6154.66455078125
5.630979061126709,38,73,-120.82407670166344,-105.61224853041998,25.60202407836914,18205,5923.0029296875
5.629749298095703,39,65,-102.97267830224521,-105.54456724251806,24.13227081298828,18270,5095.26171875
5.628520488739014,40,66,-106.4065140275353,-105.56611591214349,23.22736930847168,18336,5376.06689453125
5.627292156219482,41,133,-121.4101274141812,-105.95255521707124,26.37238883972168,18469,3818.556396484375
5.626063823699951,42,1600,-101.90918689674766,-105.85628454277783,27.04195785522461,20069,5.339066028594971
5.624836444854736,43,71,-114.28943248341605,-106.05240426232754,29.909568786621094,20140,5337.775390625
5.623608589172363,44,63,-102.15894054727629,-105.96391645062182,28.46541976928711,20203,5061.6826171875
5.622382164001465,45,1600,-113.99980553158606,-106.14249176353215,29.40624237060547,21803,5.382626533508301
5.621155261993408,46,1600,-103.67846030179582,-106.08892586219007,29.82622528076172,23403,2.299543857574463
5.619930267333984,47,71,-103.62105200416408,-106.03641790776398,30.439577102661133,23474,4700.77001953125
5.618704795837402,48,67,-107.2344148187569,-106.061376176743,30.946613311767578,23541,5162.423828125
5.617478847503662,49,1600,-102.02249599515473,-105.97895005058813,32.13667678833008,25141,4.519516468048096
5.616253852844238,50,104,-101.45507164835433,-105.88847248254346,33.911712646484375,25245,3368.19677734375
5.615030765533447,51,105,-123.53342107580913,-106.23445186672514,34.29840087890625,25350,4494.10546875
5.61380672454834,52,1600,-107.09156427670335,-106.25093479768626,34.19465637207031,26950,3.067246437072754
5.612583160400391,53,130,-106.05252190570285,-106.24719115821486,36.84566116333008,27080,2838.36767578125
5.611359119415283,54,61,-103.83492738999922,-106.20251960695161,37.04338455200195,27141,5078.0009765625
5.610137462615967,55,99,-120.48189705214277,-106.46214465140963,37.9248046875,27240,4534.6435546875
5.608914852142334,56,100,-119.84520985655797,-106.70112795864442,37.054893493652344,27340,4417.1123046875
5.607693195343018,57,64,-100.2577842318844,-106.58808684063109,37.9755744934082,27404,4589.47705078125
5.606470108032227,58,1600,-95.95321192578355,-106.40472692830613,37.809715270996094,29004,4.524295330047607
5.605250358581543,59,50,-114.20234793450499,-106.53688999620782,38.12940979003906,29054,6408.76806640625
5.604028701782227,60,120,-106.76696338506788,-106.54072455268881,38.702476501464844,29174,3085.300048828125
5.602807998657227,61,1600,-104.02694573460354,-106.49951506386776,39.61777877807617,30774,3.6659555435180664
5.601587295532227,62,1600,-109.12805876643131,-106.54191093003814,39.520652770996094,32374,1.9972151517868042
5.600368976593018,63,92,-101.70483645206193,-106.46513197007026,40.5067253112793,32466,3575.47998046875
5.599148750305176,64,83,-106.17368612987921,-106.46057812881726,41.17920684814453,32549,4153.20654296875
5.597930431365967,65,75,-102.49010374446586,-106.39949390751956,39.88963317871094,32624,4307.869140625
5.596710681915283,66,54,-115.49053356827237,-106.53723693268248,41.357608795166016,32678,6036.251953125
5.595491886138916,67,120,-120.26230175005148,-106.74208864637455,41.61613845825195,32798,3693.7880859375
5.594273090362549,68,1600,-109.12154739341915,-106.77708068677227,41.0579719543457,34398,4.442015647888184
5.593055248260498,69,74,-99.9503044940345,-106.67814190137027,44.125404357910156,34472,4098.82568359375
5.5918378829956055,70,67,-102.74639436957177,-106.62197407948744,43.13191604614258,34539,4599.91845703125
5.5906195640563965,71,59,-100.96801190592969,-106.54234080943732,43.69521713256836,34598,4826.3486328125
5.589402675628662,72,73,-101.78976534266957,-106.47633281684332,43.04602813720703,34671,4288.4580078125
5.588184833526611,73,44,-104.52749794408493,-106.44963644872334,43.088905334472656,34715,5858.09423828125
5.586968421936035,74,1600,-106.50011862704034,-106.45031864032221,43.16298294067383,36315,4.0822529792785645
5.585751056671143,75,84,-100.77926958793712,-106.37470465295708,43.94939422607422,36399,3636.35595703125
5.584534168243408,76,1600,-109.70263472580429,-106.41849320654717,44.2614631652832,37999,5.5067338943481445
5.58331823348999,77,105,-101.15245347853936,-106.35010308020941,45.25143051147461,38104,3071.802001953125
5.5821027755737305,78,1600,-108.16975514367464,-106.37343195281795,44.11420822143555,39704,5.089155197143555
5.580885887145996,79,147,-132.39571032290348,-106.70282788155322,44.09377670288086,39851,3637.326904296875
5.5796709060668945,80,68,-102.14415442685161,-106.64584446336944,47.156768798828125,39919,4311.255859375
5.578455448150635,81,80,-105.87757101249757,-106.63635960595127,46.76385498046875,39999,4126.98388671875
5.577240467071533,82,70,-106.76917294422661,-106.63797928080828,44.752017974853516,40069,4630.85400390625
5.57602596282959,83,71,-101.65598896869459,-106.57795530114426,44.10825729370117,40140,4307.54736328125
5.5748114585876465,84,96,-99.92701946500875,-106.49877749357123,47.1581916809082,40236,3224.5078125
5.57359504699707,85,107,-127.16896577874277,-106.74195617927911,47.34941864013672,40343,4294.42041015625
5.572382926940918,86,61,-105.93668895410747,-106.73259260689339,46.778297424316406,40404,4936.36865234375
5.571167469024658,87,73,-98.828977647592,-106.64174645793591,45.11312484741211,40477,4015.8203125
5.569952964782715,88,86,-99.75866242850138,-106.56352959396509,48.03616714477539,40563,3576.8310546875
5.568740367889404,89,1600,-107.22811523546952,-106.57099684836402,46.869754791259766,42163,8.511863708496094
5.567525386810303,90,76,-100.83110862754658,-106.50722031257715,48.16606521606445,42239,3942.80419921875
5.566312789916992,91,1600,-104.24623232983056,-106.48237429078874,47.509769439697266,43839,9.144641876220703
5.565098285675049,92,1600,-102.7145375027632,-106.4414195430928,48.0822639465332,45439,9.347472190856934
5.563885688781738,93,56,-115.3879852718208,-106.53761917458449,49.4273681640625,45495,5697.05322265625
5.5626726150512695,94,1600,-106.13608993341649,-106.53334758691248,48.13518524169922,47095,10.185998916625977
5.561458587646484,95,76,-101.90091552296406,-106.48458514413407,51.3077278137207,47171,3945.783203125
5.560245037078857,96,293,-141.18047258728618,-106.84600063833358,47.94915771484375,47464,1710.032470703125
5.5590338706970215,97,1600,-114.6443168141197,-106.92639565045508,49.01041030883789,49064,8.093707084655762
5.557820796966553,98,76,-104.57354398178185,-106.90238695995842,48.603599548339844,49140,4150.9892578125
5.5566086769104,99,65,-103.37432360947629,-106.86674995641819,50.3856086730957,49205,4536.162109375
5.555395603179932,100,116,-98.51251135153385,-106.78320757036934,50.487491607666016,49321,2633.9892578125
5.5541839599609375,101,1600,-111.4545557241437,-106.8891591802587,49.32963562011719,50921,8.229011535644531
5.552972316741943,102,87,-97.69821910076946,-106.86789473594607,48.87654495239258,51008,3346.323974609375
5.551760196685791,103,95,-119.4156687048475,-107.03930196478144,51.154537200927734,51103,4271.55908203125
5.550548553466797,104,87,-99.11430460210516,-106.99000655617466,51.093265533447266,51190,3373.237548828125
5.5493364334106445,105,1600,-97.8028169990952,-106.91679107947613,50.425201416015625,52790,14.594721794128418
5.548124313354492,106,89,-96.94932895630474,-106.8607709624671,51.929588317871094,52879,3299.4052734375
5.5469136238098145,107,1600,-104.24050338676389,-106.67378427158232,49.9980583190918,54479,10.07590103149414
5.545701503753662,108,1600,-113.1140311938816,-106.62724848448782,50.464195251464844,56079,8.376482009887695
5.544492244720459,109,1600,-104.96876036195432,-106.67278242196906,50.18928527832031,57679,10.084574699401855
5.54327917098999,110,58,-103.66655448722963,-106.68072220583377,54.67375183105469,57737,4786.34912109375
5.542068004608154,111,108,-103.50612325144621,-106.70877656424628,50.04561233520508,57845,3054.1689453125
5.540856838226318,112,1600,-99.43584491498335,-106.72480696211004,50.06373977661133,59445,15.687286376953125
5.539646625518799,113,61,-116.90499999031177,-106.8379596420324,53.27431869506836,59506,5739.5625
5.538436412811279,114,69,-99.81227173891229,-106.837028109106,51.24618148803711,59575,4006.458740234375
5.537225723266602,115,73,-115.93894990271268,-107.00708627876483,53.08952331542969,59648,4993.890625
5.536015033721924,116,66,-115.16856686647857,-107.15693036244916,49.6129150390625,59714,5222.89599609375
5.534804821014404,117,96,-114.82263406191083,-107.20353143245178,53.822601318359375,59810,3869.066650390625
5.533593654632568,118,1600,-111.90140097229684,-107.20402249551769,51.11537170410156,61410,9.667065620422363
5.532384395599365,119,85,-97.61698370446513,-106.92591170218866,52.266761779785156,61495,3393.487548828125
5.5311737060546875,120,1600,-113.09970618958468,-106.95871076286727,51.534950256347656,63095,13.744858741760254
5.529963493347168,121,1600,-100.69988731072615,-106.95230974767148,51.29326629638672,64695,15.418935775756836
5.528754234313965,122,1600,-105.79052053516028,-106.99590723878256,51.115142822265625,66295,13.9866361618042
5.527543544769287,123,1600,-108.00563509926985,-107.07235603126531,51.48674011230469,67895,13.215008735656738
5.526334285736084,124,83,-100.67748436719552,-107.03246743932841,53.08277130126953,67978,3668.483154296875
5.525124549865723,125,95,-120.34196446453282,-107.21871328715561,51.43484878540039,68073,4190.8828125
5.5239152908325195,126,52,-112.43636510883582,-107.34328715510641,53.360965728759766,68125,5682.6943359375
5.522705554962158,127,68,-103.94696581944638,-107.22235991181138,51.10417938232422,68193,4318.701171875
5.5214972496032715,128,1600,-94.332810091909,-107.06222526592154,50.69303894042969,69793,16.60396957397461
5.52028751373291,129,1600,-105.59919978520585,-107.03687032510035,51.88689422607422,71393,16.33679962158203
5.519076347351074,130,1600,-95.52579143875724,-106.95560648416915,51.294254302978516,72993,17.506216049194336
5.5178680419921875,131,80,-102.26322736268118,-106.93393473355731,51.600830078125,73073,3742.25634765625
5.516659259796143,132,158,-122.7233062174848,-107.17675081624597,51.80659484863281,73231,2914.9541015625
5.515449523925781,133,78,-99.62619527225196,-107.150301460428,53.40015411376953,73309,3645.777587890625
5.514240264892578,134,92,-104.66377352940788,-107.09118029181528,51.63821029663086,73401,3563.134521484375
5.513031959533691,135,103,-101.56499621042362,-107.10557761881856,52.9793701171875,73504,2948.389892578125
5.511822700500488,136,66,-100.19487679466481,-107.07289272246594,50.85082244873047,73570,4201.4609375
5.51061487197876,137,94,-101.70824127332494,-107.02612855374116,52.775630950927734,73664,3279.477294921875
5.509406089782715,138,63,-102.11631358437675,-106.83905092256829,55.09237289428711,73727,4443.7158203125
5.5081963539123535,139,117,-100.85157022187487,-106.81783984176458,54.373085021972656,73844,2647.94775390625
5.506988048553467,140,1600,-100.18297947862189,-106.75560449627547,52.099029541015625,75444,20.8801326751709
5.505781173706055,141,74,-101.01465373835961,-106.55164975951725,52.948184967041016,75518,3982.424072265625
5.504570484161377,142,61,-116.27939457010044,-106.69535183625078,51.27317810058594,75579,5227.3642578125
5.503363609313965,143,106,-119.01660730559999,-106.74262358447258,56.9791374206543,75685,3733.69482421875
5.50215482711792,144,94,-98.17677959243395,-106.70280197492417,55.069332122802734,75779,3144.289794921875
5.500946521759033,145,146,-104.5746350255143,-106.60855026986344,58.37640380859375,75925,2174.862060546875
5.499738693237305,146,86,-120.61014557955104,-106.777867122641,54.64573669433594,76011,4497.16552734375
5.49852991104126,147,96,-100.17950428206721,-106.74345164542002,57.24283218383789,76107,3112.112548828125
5.497322082519531,148,134,-122.89815551730929,-106.90008905240556,54.89447021484375,76241,3207.453857421875
5.4961137771606445,149,1600,-106.5287766865535,-106.94515185931954,54.24049758911133,77841,18.3013973236084
5.494906902313232,150,78,-100.83946242070137,-106.93899576704301,55.71809768676758,77919,3669.517578125
5.493698596954346,151,1600,-101.0563202098999,-106.71422475838393,55.298954010009766,79519,18.30580711364746
5.492490291595459,152,56,-104.57697856666086,-106.68907890128352,55.452579498291016,79575,4867.43603515625
5.4912824630737305,153,121,-121.86453458278937,-106.84719902805438,57.01769256591797,79696,3429.73486328125
5.49007511138916,154,53,-103.66351369250131,-106.84548489107944,56.496009826660156,79749,4848.16552734375
5.488868713378906,155,49,-109.3169048094824,-106.73383496865281,59.154823303222656,79798,5347.84423828125
5.487659931182861,156,96,-99.47033233299292,-106.53008619341713,56.924259185791016,79894,2963.253173828125
5.486450672149658,157,1600,-105.58680830081134,-106.58337643410641,56.560184478759766,81494,23.29015350341797
5.4852447509765625,158,1600,-109.7853272388199,-106.72169758723679,56.629913330078125,83094,19.254209518432617
5.48403787612915,159,1600,-102.63326494856292,-106.60600675737736,56.642356872558594,84694,20.170120239257812
5.4828314781188965,160,1600,-98.31442431112615,-106.52148136663794,56.612003326416016,86294,22.236024856567383
5.481621742248535,161,66,-120.35046713000102,-106.68471658059192,59.08348083496094,86360,5525.685546875
5.480415344238281,162,48,-102.22809560994307,-106.61571694902705,59.97024917602539,86408,4978.96630859375
5.479208469390869,163,1600,-99.69491435867172,-106.59561772809315,56.64678192138672,88008,24.658218383789062
5.478000640869141,164,73,-102.87108564998768,-106.56259172329423,60.39423751831055,88081,3950.155029296875
5.476794242858887,165,85,-115.69572075873117,-106.69464789343687,64.58927154541016,88166,4164.86474609375
5.475586414337158,166,1600,-100.47730685484922,-106.54451562630264,56.54232406616211,89766,22.453123092651367
5.474380016326904,167,69,-100.93080581760407,-106.35120066697817,56.68098831176758,89835,3939.48095703125
5.473172664642334,168,100,-105.73796792967306,-106.31736487234072,58.955482482910156,89935,3225.225341796875
5.471965312957764,169,103,-120.1680231909727,-106.51954205931008,56.54121780395508,90038,3827.3076171875
5.47075891494751,170,90,-99.21405019410452,-106.48421861755541,58.40301513671875,90128,3076.72998046875
5.469552040100098,171,80,-114.74182694046013,-106.62195676790071,60.930870056152344,90208,4294.4384765625
5.468344688415527,172,1600,-100.29431272099424,-106.60700224168397,57.548583984375,91808,23.009788513183594
5.467138767242432,173,1600,-104.69250842876802,-106.6086523465308,57.178192138671875,93408,22.8124942779541
5.4659318923950195,174,1600,-100.52513860265972,-106.548902546287,57.617835998535156,95008,24.702251434326172
5.464724063873291,175,109,-131.56132589129297,-106.85672310932055,61.365699768066406,95117,4444.1806640625
5.463517665863037,176,70,-98.72264286666798,-106.74692319072918,62.134647369384766,95187,3804.29638671875
5.462311267852783,177,84,-103.00708909507406,-106.76546954689451,60.90792465209961,95271,3538.67822265625
5.4611053466796875,178,83,-102.86758692577543,-106.71244786471553,59.24189376831055,95354,3579.110595703125
5.459897041320801,179,90,-101.99436588371856,-106.40843442032366,61.01725387573242,95444,3212.07080078125
5.45869255065918,180,107,-103.46933499648298,-106.42168622601999,60.227500915527344,95551,2813.88671875
5.457485198974609,181,62,-100.22737916946225,-106.36518430758964,60.956878662109375,95613,4111.947265625
5.4562788009643555,182,1600,-102.04152238514935,-106.31790780199886,58.41749954223633,97213,28.436742782592773
5.455072402954102,183,1600,-109.03067029574079,-106.39165461526933,58.553504943847656,98813,24.359281539916992
5.453866958618164,184,103,-126.02656572668502,-106.65265007788608,60.90050506591797,98916,3987.361083984375
5.45266056060791,185,824,-180.85359933462368,-107.18949641344489,59.13575744628906,99740,604.924072265625
5.451453685760498,186,77,-96.96414293553184,-107.09977095325914,63.08384323120117,99817,3508.39208984375
5.450247287750244,187,86,-100.47756208000828,-107.1162567975833,62.16899108886719,99903,3320.81494140625
5.449041366577148,188,49,-114.93284016703007,-107.2679985749686,62.56732177734375,99952,5807.96826171875
5.4478349685668945,189,100,-103.99039131143378,-107.23562133572824,61.858009338378906,100052,2942.370849609375
5.446630477905273,190,1600,-102.00552044267887,-107.24736545387955,59.87568283081055,101652,29.411754608154297
5.445423603057861,191,137,-104.28003491791895,-107.24770347976045,61.99821853637695,101789,2212.526123046875
5.444217205047607,192,66,-99.68283880394387,-107.21738649277226,64.0427474975586,101855,3822.817138671875
5.4430108070373535,193,1600,-94.43550806706973,-107.00786172072475,59.80092239379883,103455,35.195980072021484
5.441805362701416,194,55,-117.65951473306491,-107.12309596872123,60.69438552856445,103510,5725.552734375
5.440598011016846,195,1600,-99.31791098591687,-107.09726592335073,60.48746109008789,105110,31.237632751464844
5.439392566680908,196,1600,-102.91785940348443,-106.71463979151275,61.71885681152344,106710,30.56338882446289
5.438188076019287,197,1600,-104.3396232683307,-106.61159285605483,60.62646484375,108310,27.0935001373291
5.436981201171875,198,57,-102.61684950405173,-106.59202591127752,62.17045593261719,108367,4445.84521484375
5.4357757568359375,199,1600,-97.73537600939295,-106.5356364352767,61.20865249633789,109967,33.16676712036133
5.434569835662842,200,1600,-101.03624601596663,-106.56087378192103,61.11003875732422,111567,35.241329193115234
5.433364391326904,201,1600,-114.09110947407315,-106.58723931942033,60.22895050048828,113167,24.444150924682617
5.432158470153809,202,84,-101.13011217022688,-106.6215582501149,63.49177551269531,113251,3261.510498046875
5.4309515953063965,203,87,-104.08261767066332,-106.46822773977307,62.699501037597656,113338,3401.666748046875
5.429746150970459,204,79,-106.44734637971223,-106.54155815754915,62.28581237792969,113417,3803.1181640625
5.428541660308838,205,142,-120.61403601652073,-106.7696703477234,64.6592025756836,113559,2773.952392578125
5.427335262298584,206,73,-101.57571747176038,-106.81593423287795,60.60894775390625,113632,3771.679443359375
5.426130294799805,207,74,-98.6807872673447,-106.76033707168376,63.581424713134766,113706,3503.10400390625
5.424924850463867,208,86,-101.20385883006328,-106.6412353480456,60.62590789794922,113792,3258.415283203125
5.4237189292907715,209,59,-101.62570543486748,-106.60780479877472,62.634971618652344,113851,4367.83056640625
5.422513484954834,210,76,-99.50589788300545,-106.56619823273249,66.07149505615234,113927,3561.17724609375
5.4213080406188965,211,1600,-109.9076828464517,-106.63021382868251,60.390872955322266,115527,32.62541580200195
5.420102596282959,212,83,-120.57324994890826,-106.84158787902177,64.00096130371094,115610,4470.724609375
5.4188971519470215,213,1600,-101.90951106487627,-106.6916329897674,60.80140686035156,117210,32.488338470458984
5.4176926612854,214,1600,-100.42791805343379,-106.69778945291262,60.697750091552734,118810,34.61512756347656
5.416487216949463,215,70,-103.49427589102896,-106.57334271279578,63.59246063232422,118880,3892.649169921875
5.415280818939209,216,112,-126.45596420464912,-106.6862166861775,66.69197082519531,118992,3706.763427734375
5.4140753746032715,217,49,-113.74103266801872,-106.67540067223858,66.03192901611328,119041,5662.46728515625
5.412869930267334,218,78,-122.54077550178332,-106.78179441753343,58.518341064453125,119119,4773.81103515625
5.411664962768555,219,86,-119.48460985372961,-107.00047067902608,61.79362106323242,119205,4151.482421875
5.410460948944092,220,84,-119.69114194661255,-107.06638503659634,66.8882064819336,119289,4271.87646484375
5.409254550933838,221,92,-102.7352727930372,-107.08673889141946,68.04895782470703,119381,3192.548828125
5.408050060272217,222,110,-121.29411301640297,-107.2417748162319,66.09358215332031,119491,3458.571044921875
5.406844615936279,223,58,-100.36783644321375,-107.16539682967135,67.15426635742188,119549,4151.03515625
5.4056396484375,224,66,-100.61646151074022,-107.16478660110681,65.9480209350586,119615,3926.892822265625
5.4044342041015625,225,65,-101.59306178140703,-106.97729757427554,62.76824188232422,119680,4002.705322265625
5.403229236602783,226,1600,-102.20995689433315,-106.87503349213051,63.032283782958984,121280,37.08299255371094
5.4020256996154785,227,84,-102.7495829027798,-106.86305966296385,68.78687286376953,121364,3332.936279296875
5.400819778442383,228,1600,-101.91709539284807,-106.93890251597323,62.67426300048828,122964,34.97001266479492
5.399615287780762,229,85,-100.22144908069384,-106.88512500892811,66.92428588867188,123049,3114.90283203125
5.398408889770508,230,1600,-101.2400030005132,-106.94226712454567,64.1046371459961,124649,36.97126770019531
5.3972039222717285,231,1600,-106.7976281272533,-106.98761113219139,63.02503967285156,126249,36.780723571777344
5.396000862121582,232,1600,-106.10584405007987,-106.82143651051734,63.358543395996094,127849,32.46055603027344
5.3947954177856445,233,1600,-101.43414889308798,-106.83951604672569,63.8402214050293,129449,37.797157287597656
5.393589973449707,234,58,-102.49644773814641,-106.81784278881308,70.69953155517578,129507,4287.11572265625
5.392385005950928,235,91,-125.00837490907995,-107.05227657579967,67.67383575439453,129598,4274.02490234375
5.391180515289307,236,116,-129.1856810770935,-107.34218461862392,71.69819641113281,129714,3742.87939453125
5.389975547790527,237,1600,-93.98005966637892,-107.26490280255447,61.32078170776367,131314,38.23737716674805
5.38877010345459,238,1600,-104.42767409290859,-107.28801640763979,61.75127410888672,132914,34.10599136352539
5.387566089630127,239,56,-106.01625806357897,-107.33966328605683,63.60150146484375,132970,4630.90869140625
5.386362552642822,240,77,-99.44014322174837,-107.3322349234881,67.75353240966797,133047,3396.4296875
5.385157108306885,241,48,-100.86933827675941,-107.3307817688721,67.5300521850586,133095,4657.072265625
5.3839521408081055,242,1600,-111.62220129441464,-107.28420983611527,61.53717803955078,134695,30.084068298339844
5.382748126983643,243,83,-102.62730440300206,-107.12031680708925,67.6917953491211,134778,3362.736083984375
5.3815436363220215,244,1600,-103.49112948443297,-107.17346030600926,60.9044303894043,136378,32.04753494262695
5.380338191986084,245,82,-100.88840960058384,-107.13659805175993,68.37238311767578,136460,3256.55517578125
5.379134178161621,246,98,-102.25072969280743,-106.9530038928925,68.6221923828125,136558,2952.311767578125
5.377929210662842,247,82,-99.86273857216786,-106.94983623579351,67.995361328125,136640,3177.73046875
5.376725196838379,248,61,-101.65246770158782,-106.73737935763631,65.12944793701172,136701,4115.5068359375
5.375521183013916,249,88,-99.11685926546281,-106.6632601834254,67.98963165283203,136789,2943.078125
5.374316215515137,250,85,-107.31731667365227,-106.7280387259549,66.55758666992188,136874,3558.78076171875
5.373111248016357,251,74,-101.15198795754152,-106.72899540343133,64.84761047363281,136948,3670.09130859375
5.371906757354736,252,60,-118.17870902808073,-106.86501270804553,65.68125915527344,137008,5333.19384765625
5.370703220367432,253,1600,-107.6777106266026,-106.72314446848364,61.314239501953125,138608,30.450515747070312
5.369498252868652,254,145,-138.22992665961695,-107.06880859815477,66.87164306640625,138753,3198.84716796875
5.368293285369873,255,1600,-96.72404179813545,-106.94287996804134,59.76502990722656,140353,34.6931266784668
5.367088794708252,256,69,-99.11792277650721,-106.93935587247648,68.66777801513672,140422,3510.0830078125
5.365884304046631,257,43,-105.33651014702457,-106.93685289093862,68.94102478027344,140465,5155.3837890625
5.364681243896484,258,46,-113.191378067296,-106.97091339922339,66.48445129394531,140511,5718.06201171875
5.3634772300720215,259,77,-101.57622683679188,-106.96034301810569,70.51571655273438,140588,3438.979248046875
5.362271785736084,260,109,-123.17473988828061,-107.20894617387721,65.92328643798828,140697,3600.332275390625
5.3610687255859375,261,1600,-103.04868027922402,-107.03592830536944,59.18025207519531,142297,29.5841121673584
5.359863758087158,262,60,-103.57862571281568,-107.04943360639817,67.65319061279297,142357,4222.30615234375
5.358659267425537,263,95,-99.36602016163494,-107.0461446644278,70.347900390625,142452,2769.236083984375
5.357455253601074,264,1600,-112.16793675179164,-107.13911317544584,60.35877990722656,144052,28.17072105407715
5.356251239776611,265,79,-100.51667279155491,-106.98732269577407,68.0084457397461,144131,3331.503662109375
5.355046272277832,266,63,-118.80138724687882,-107.17056349969437,69.56550598144531,144194,5018.75390625
5.353841781616211,267,99,-99.98106332293028,-107.16106607474761,71.95990753173828,144293,2713.636474609375
5.35263729095459,268,1600,-99.9967315365233,-107.1036537108161,58.776729583740234,145893,29.95446014404297
5.351434230804443,269,60,-103.92931763330412,-106.94126665523943,67.31083679199219,145953,4259.44287109375
5.350229740142822,270,515,-144.33057758687312,-107.39243192916715,70.90483093261719,146468,796.9049072265625
5.349025726318359,271,66,-101.95834238359394,-107.26459708359849,72.00979614257812,146534,3850.404541015625
5.347822189331055,272,74,-103.45595465075907,-107.29621350289615,69.52017211914062,146608,3533.620361328125
5.346618175506592,273,98,-106.50795778016311,-107.31436799641007,70.08723449707031,146706,3114.1767578125
5.345414638519287,274,1600,-106.80688304250992,-107.37718544080855,57.20197677612305,148306,24.43536376953125
5.34420919418335,275,71,-101.0636629121819,-107.07220881101745,73.20584869384766,148377,3478.117919921875
5.343005657196045,276,65,-103.39759668285959,-107.11895834917938,74.61265563964844,148442,3931.099365234375
5.341801643371582,277,1600,-105.59366075829286,-107.14482406581158,55.46754837036133,150042,22.954755783081055
5.340597152709961,278,75,-100.87370902676011,-107.12488528682142,73.66378021240234,150117,3387.9423828125
5.339394569396973,279,1600,-104.73614383364979,-107.15230306632074,55.90890121459961,151717,24.91561508178711
5.338191032409668,280,62,-99.54822457147824,-107.11309196207068,73.00282287597656,151779,3823.468505859375
5.336986064910889,281,71,-101.81642903823032,-107.12898246075837,71.78392791748047,151850,3608.4013671875
5.335782051086426,282,1600,-98.77947128381587,-107.09636194974502,50.737003326416016,153450,20.76856231689453
